País,Código,Número,Nome
Panama,PAN,10,Cristian Martinez
Panama,PAN,11,Aníbal Godoy
Panama,PAN,12,Adalberto Carrasquilla
Panama,PAN,13,Team Photo
Panama,PAN,14,Édgar Bárcenas
Panama,PAN,15,Carlos Harvey
Panama,PAN,16,Ismael Díaz
Panama,PAN,17,Jose Fajardo
Panama,PAN,18,Cecilio Waterman
Panama,PAN,19,Jose Luiz Rodriguez
Panama,PAN,20,Alberto Quintero
Paraguay,PAR,1,Emblem
Paraguay,PAR,2,Roberto Fernandez
Paraguay,PAR,3,Orlando Gill
Paraguay,PAR,4,Gustavo Gomez
Paraguay,PAR,5,Fabián Balbuena
Paraguay,PAR,6,Juan José Cáceres
Paraguay,PAR,7,Omar Alderete
Paraguay,PAR,8,Junior Alonso
Paraguay,PAR,9,Mathías Villasanti
Paraguay,PAR,10,Diego Gomez
Paraguay,PAR,11,Damián Bobadilla
Paraguay,PAR,12,Andres Cubas
Paraguay,PAR,13,Team Photo
Paraguay,PAR,14,Matias Galarza Fonda
Paraguay,PAR,15,Julio Enciso
Paraguay,PAR,16,Alejandro Romero Gamarra
Paraguay,PAR,17,Miguel Almirón
Paraguay,PAR,18,Ramon Sosa
Paraguay,PAR,19,Angel Romero
Paraguay,PAR,20,Antonio Sanabria
Portugal,POR,1,Emblem
Portugal,POR,2,Diogo Costa
Portugal,POR,3,Jose Sa
Portugal,POR,4,Ruben Dias
Portugal,POR,5,João Cancelo
Portugal,POR,6,Diogo Dalot
Portugal,POR,7,Nuno Mendes
Portugal,POR,8,Gonçalo Inácio
Portugal,POR,9,Bernardo Silva
Portugal,POR,10,Bruno Fernandes
Portugal,POR,11,Ruben Neves
Portugal,POR,12,Vitinha
Portugal,POR,13,Team Photo
Portugal,POR,11,João Neves
Portugal,POR,15,Cristiano Ronaldo
Portugal,POR,16,Francisco Trincao
Portugal,POR,17,João Felix
Portugal,POR,18,Gonçalo Ramos
Portugal,POR,19,Pedro Neto
Portugal,POR,20,Rafael Leão
Qatar,QAT,1,Emblem
Qatar,QAT,2,Meshaal Barsham
Qatar,QAT,3,Sultan Albrake
Qatar,QAT,4,Lucas Mendes
Qatar,QAT,5,Homam Ahmed
Qatar,QAT,6,Boualem Khoukhi
Qatar,QAT,7,Pedro Miguel
Qatar,QAT,8,Tarek Salman
Qatar,QAT,9,Mohamed Al-Mannai
Qatar,QAT,10,Karim Boudiaf
Qatar,QAT,11,Assim Madibo
Qatar,QAT,12,Ahmed Fatehi
Qatar,QAT,13,Team Photo
Qatar,QAT,14,Mohammed Waad
Qatar,QAT,15,Abdulaziz Hatem
Qatar,QAT,16,Hassan Al-Haydos
Qatar,QAT,17,Edmilson Junior
Qatar,QAT,18,Akram Hassan Afif
Qatar,QAT,19,Ahmed Al Ganehi
Qatar,QAT,20,Almoez Ali
South Africa,RSA,1,Emblem
South Africa,RSA,2,Ronwen Williams
South Africa,RSA,3,Sipho Chaine
South Africa,RSA,4,Aubrey Modiba
South Africa,RSA,5,Samukele Kabini
South Africa,RSA,6,Mbekezeli Mbokazi
South Africa,RSA,7,Khulumani Ndamane
South Africa,RSA,8,Siyabonga Ngezana
South Africa,RSA,9,Khuliso Mudau
South Africa,RSA,10,Nkosinathi Sibisi
South Africa,RSA,11,Teboho Mokoena
South Africa,RSA,12,Thalente Mbatha
South Africa,RSA,13,Team Photo
South Africa,RSA,14,Bathasi Aubaas
South Africa,RSA,15,Yaya Sithole
South Africa,RSA,16,Sipho Mbule
South Africa,RSA,17,Lyle Foster
South Africa,RSA,18,Iqraam Rayners
South Africa,RSA,19,Mohau Nkota
South Africa,RSA,20,Oswin Appollis
Scotland,SCO,1,Emblem
Scotland,SCO,2,Angus Gunn
Scotland,SCO,3,Jack Hendry
Scotland,SCO,4,Kieran Tierney
Scotland,SCO,5,Aaron Hickey
Scotland,SCO,6,Andrew Robertson
Scotland,SCO,7,Scott McKenna
Scotland,SCO,8,John Souttar
Scotland,SCO,9,Anthony Ralston
Scotland,SCO,10,Grant Hanley
Scotland,SCO,11,Scott McTominay
Scotland,SCO,12,Billy Gilmour
Scotland,SCO,13,Team Photo
Scotland,SCO,14,Lewis Ferguson
Scotland,SCO,15,Ryan Christie
Scotland,SCO,16,Kenny McLean
Scotland,SCO,17,John McGinn
Scotland,SCO,18,Lyndon Dykes
Scotland,SCO,19,Che Adams
Scotland,SCO,20,Ben Gannon-Doak
Senegal,SEN,1,Emblem
Senegal,SEN,2,Eduardo Mendy
Senegal,SEN,3,Yehvann Diouf
Senegal,SEN,4,Moussa Niakhaté
Senegal,SEN,5,Abdoulaye Seck
Senegal,SEN,6,Ismail Jakobs
Senegal,SEN,7,El Hadji Malick Diouf
Senegal,SEN,8,Kalidou Koulibaly
Senegal,SEN,9,Idrissa Gana Gueye
Senegal,SEN,10,Pape Matar Sarr
Senegal,SEN,11,Pape Gueye
Senegal,SEN,12,Habib Diarra
Senegal,SEN,13,Team Photo
Senegal,SEN,14,Lamine Camara
Senegal,SEN,15,Sadio Mane
Senegal,SEN,16,Ismaïla Sarr
Senegal,SEN,17,Boulaye Dia
Senegal,SEN,18,Iliman Ndiaye
Senegal,SEN,19,Nicolas Jackson
Senegal,SEN,20,Krepin Diatta
Switzerland,SUI,1,Emblem
Switzerland,SUI,2,Gregor Kobel
Switzerland,SUI,3,Yvon Mvogo
Switzerland,SUI,4,Manuel Akanji
Switzerland,SUI,5,Ricardo Rodriguez
Switzerland,SUI,6,Nico Elvedi
Switzerland,SUI,7,Aurèle Amenda
Switzerland,SUI,8,Silvan Widmer
Switzerland,SUI,9,Granit Xhaka
Switzerland,SUI,10,Denis Zakaria
Switzerland,SUI,11,Remo Freuler
Switzerland,SUI,12,Fabian Rieder
Switzerland,SUI,13,Team Photo
Switzerland,SUI,14,Ardon Jashari
Switzerland,SUI,15,Johan Manzambi
Switzerland,SUI,16,Michel Aebischer
Switzerland,SUI,17,Breel Embolo
Switzerland,SUI,18,Ruben Vargas
Switzerland,SUI,19,Dan Ndoye
Switzerland,SUI,20,Zeki Amdouni
Sweden,SWE,1,Emblem
Sweden,SWE,2,Victor Johansson
Sweden,SWE,3,Isak Hien
Sweden,SWE,4,Gabriel Gudmundsson
Sweden,SWE,5,Emil Holm
Sweden,SWE,6,Victor Nilsson Lindelöf
Sweden,SWE,7,Gustaf Lagerbielke
Sweden,SWE,8,Lucas Bergvall
Sweden,SWE,9,Hugo Larsson
Sweden,SWE,10,Jesper Karlström
Sweden,SWE,11,Yasin Ayari
Sweden,SWE,12,Mattias Svanberg
Sweden,SWE,13,Team Photo
Sweden,SWE,14,Daniel Svensson
Sweden,SWE,15,Ken Sema
Sweden,SWE,16,Roony Bardghji
Sweden,SWE,17,Dejan Kulusevski
Sweden,SWE,18,Anthony Elanga
Sweden,SWE,19,Alexander Isak
Sweden,SWE,20,Viktor Gyökeres
Tunisia,TUN,1,Emblem
Tunisia,TUN,2,Bechir Ben Said
Tunisia,TUN,3,Aymen Dahmen
Tunisia,TUN,4,Van Valery
Tunisia,TUN,5,Montassar Talbi
Tunisia,TUN,6,Yassine Meriah
Tunisia,TUN,7,Ali Abdi
Tunisia,TUN,8,Dylan Bronn
Tunisia,TUN,9,Ellyes Skhiri
Tunisia,TUN,10,Aissa Laidouni
Tunisia,TUN,11,Ferjani Sassi
Tunisia,TUN,12,Mohamed Ali Ben Romdhane
Tunisia,TUN,13,Team Photo
Tunisia,TUN,14,Hannibal Mejbri
Tunisia,TUN,15,Elias Achouri
Tunisia,TUN,16,Elias Saad
Tunisia,TUN,17,Hazem Mastouri
Tunisia,TUN,18,Ismael Gharbi
Tunisia,TUN,19,Sayfallah Ltaief
Tunisia,TUN,20,Naim Sliti
Türkiye,TUR,1,Emblem
Türkiye,TUR,2,Ugurcan Cakir
Türkiye,TUR,3,Mert Muldur
Türkiye,TUR,4,Zeki Celik
Türkiye,TUR,5,Abdulkerim Bardakci
Türkiye,TUR,6,Caglar Soyunku
Türkiye,TUR,7,Merih Demiral
Türkiye,TUR,8,Ferdi Kadioglu
Türkiye,TUR,9,Kaan Ayhan
Türkiye,TUR,10,Ismail Yuksek
Türkiye,TUR,11,Hakan Calhanoglu
Türkiye,TUR,12,Orkun Kokcu
Türkiye,TUR,13,Team Photo
Türkiye,TUR,14,Arda Guler
Türkiye,TUR,15,Irfan Can Kahvecu
Türkiye,TUR,16,Yunus Akgun
Türkiye,TUR,17,Can Uzun
Türkiye,TUR,18,Baris Alper Yilmaz
Türkiye,TUR,19,Kerem Akturkoglu
Türkiye,TUR,20,Kenan Yildiz
Uruguay,URU,1,Emblem
Uruguay,URU,2,Sergio Rochet
Uruguay,URU,3,Santiago Mele
Uruguay,URU,4,Ronald Araujo
Uruguay,URU,5,José María Giménez
Uruguay,URU,6,Sebastian Caceres
Uruguay,URU,7,Mathias Olivera
Uruguay,URU,8,Guillermo Varela
Uruguay,URU,9,Nahitan Nandez
Uruguay,URU,10,Federico Valverde
Uruguay,URU,11,Giorgian De Arrascaeta
Uruguay,URU,12,Rodrigo Bentancur
Uruguay,URU,13,Team Photo
Uruguay,URU,14,Manuel Ugarte
Uruguay,URU,15,Nicolás de la Cruz
Uruguay,URU,16,Maxi Araujo
Uruguay,URU,17,Darwin Núñez
Uruguay,URU,16,Federico Viñas
Uruguay,URU,17,Rodrigo Aguirre
Uruguay,URU,16,Facundo Pellistri
United States,USA,1,Emblem
United States,USA,2,Matt Freese
United States,USA,3,Chris Richards
United States,USA,4,Tim Ream
United States,USA,5,Mark McKenzie
United States,USA,6,Alex Freeman
United States,USA,7,Antonee Robinson
United States,USA,8,Tyler Adams
United States,USA,9,Tanner Tessmann
United States,USA,10,Weston McKennie
United States,USA,11,Christian Roldan
United States,USA,12,Timothy Weah
United States,USA,13,Team Photo
United States,USA,14,Diego Luna
United States,USA,15,Malim Tillman
United States,USA,16,Christian Pulisic
United States,USA,17,Brenden Aaronson
United States,USA,18,Ricardo Pepi
United States,USA,19,Haji Wright
United States,USA,20,Folarin Balogun
Uzbekistan,UZB,1,Emblem
Uzbekistan,UZB,2,Utkir Yusupov
Uzbekistan,UZB,3,Farrukh Savfiev
Uzbekistan,UZB,4,Sherzod Nasrullaev
Uzbekistan,UZB,5,Umar Eshmurodov
Uzbekistan,UZB,6,Husniddin Aliqulov
Uzbekistan,UZB,7,Rustamjon Ashurmatov
Uzbekistan,UZB,8,Khojiakbar Alijonov
Uzbekistan,UZB,9,Abdukodir Khusanov
Uzbekistan,UZB,10,Odiljon Hamrobekov
Uzbekistan,UZB,11,Otabek Shukurov
Uzbekistan,UZB,12,Jamshid Iskanderov
Uzbekistan,UZB,13,Team Photo
Uzbekistan,UZB,14,Azizbek Turgunboev
Uzbekistan,UZB,15,Khojimat Erkinov
Uzbekistan,UZB,16,Eldor Shomurodov
Uzbekistan,UZB,17,Oston Urunov
Uzbekistan,UZB,18,Jaloliddin Masharipov
Uzbekistan,UZB,19,Igor Sergeev
Uzbekistan,UZB,20,Abbosbek Fayzullaev
Italy 1934,FWC,9,Team Photo
Uruguay 1950,FWC,10,Team Photo
West Germany 1954,FWC,11,Team Photo
Brazil 1962,FWC,12,Team Photo
West Germany 1974,FWC,13,Team Photo
Argentina 1986,FWC,14,Team Photo
Brazil 1994,FWC,15,Team Photo
Brazil 2002,FWC,16,Team Photo
Italy 2006,FWC,17,Team Photo
Germany 2014,FWC,18,Team Photo
Argentina 2022,FWC,19,Team Photo
Argentina,ARG,1,Team Photo
Australia,AUS,1,Team Photo
Belgium,BEL,1,Team Photo
Brazil,BRA,1,Team Photo
Canada,CAN,1,Team Photo
Ivory Coast,CIV,1,Team Photo
Colombia,COL,1,Team Photo
Croatia,CRO,1,Team Photo
England,ENG,1,Team Photo
Spain,ESP,1,Team Photo
France,FRA,1,Team Photo
Germany,GER,1,Team Photo
Ghana,GHA,1,Team Photo
Japan,JAP,1,Team Photo
South Korea,KOR,1,Team Photo
Saudi Arabia,RSA,1,Team Photo
Morocco,MAR,1,Team Photo
Mexico,MEX,1,Team Photo
Netherlands,NED,1,Team Photo
Norway,NOR,1,Team Photo
Panama,PAN,1,Team Photo
Qatar,QAT,1,Team Photo
Senegal,SEN,1,Team Photo
Switzerland,SUI,1,Team Photo
Tunisia,TUN,1,Team Photo
Uruguay,URU,1,Team Photo
United States,USA,1,Team Photo
Uzbekistan,UZB,1,Team Photo
Spain,ESP,1,Emblem
Spain,ESP,2,Unai Simon
Spain,ESP,3,Robin Le Normand
Spain,ESP,4,Aymeric Laporte
Spain,ESP,7,Dani Carvajal
Spain,ESP,11,Pedri
Spain,ESP,13,Team Photo
Spain,ESP,14,Mikel Merino
Spain,ESP,15,Lamine Yamal
Argentina,ARG,1,Emblem
Argentina,ARG,8,Enzo Fernandez
Argentina,ARG,9,Alexis Mac Allister
Argentina,ARG,10,Rodrigo De Paul
Argentina,ARG,12,Leandro Paredes
Argentina,ARG,13,Team Photo
Argentina,ARG,14,Nico Paz
Argentina,ARG,15,Franco Mastantuono
Argentina,ARG,16,Nico Gonzalez
Argentina,ARG,17,Lionel Messi
Argentina,ARG,18,Lautaro Martinez
Argentina,ARG,19,Julian Alvarez
Germany,GER,1,Emblem
Germany,GER,2,Marc-André ter Stegen
Germany,GER,3,Jonathan Tah
Germany,GER,5,Nico Schlotterbeck
Germany,GER,6,Antonio Rüdiger
Germany,GER,7,Waldemar Anton
Germany,GER,9,Maximilian Mittelstadt
Germany,GER,16,Serge Gnabry
Germany,GER,20,Nick Woltemade
Mexico,MEX,1,Emblem
Mexico,MEX,2,Luis Malagón
Mexico,MEX,3,Johan Vasquez
Mexico,MEX,4,Jorge Sánchez
Mexico,MEX,5,Cesar Montes
Mexico,MEX,6,Jesus Gallardo
Mexico,MEX,7,Israel Reyes
Mexico,MEX,8,Diego Lainez
Mexico,MEX,9,Carlos Rodriguez
Mexico,MEX,10,Edson Alvarez
Mexico,MEX,11,Orbelin Pineda
Mexico,MEX,12,Marcel Ruiz
Mexico,MEX,13,Team Photo
Mexico,MEX,14,Érick Sánchez
Mexico,MEX,15,Hirving Lozano
Mexico,MEX,16,Santiago Giménez
Mexico,MEX,17,Raúl Jiménez
Mexico,MEX,18,Alexis Vega
Mexico,MEX,19,Roberto Alvarado
Mexico,MEX,20,Cesar Huerta
South Africa,RSA,1,Emblem
South Africa,RSA,2,Ronwen Williams
South Africa,RSA,3,Sipho Chaine
South Africa,RSA,4,Aubrey Modiba
South Africa,RSA,5,Samukele Kabini
South Africa,RSA,6,Mbekezeli Mbokazi
South Africa,RSA,7,Khulumani Ndamane
South Africa,RSA,8,Siyabonga Ngezana
South Africa,RSA,9,Khuliso Mudau
South Africa,RSA,10,Nkosinathi Sibisi
South Africa,RSA,11,Teboho Mokoena
South Africa,RSA,12,Thalente Mbatha
South Africa,RSA,13,Team Photo
South Africa,RSA,14,Bathasi Aubaas
South Africa,RSA,15,Yaya Sithole
South Africa,RSA,16,Sipho Mbule
South Africa,RSA,17,Lyle Foster
South Africa,RSA,18,Iqraam Rayners
South Africa,RSA,19,Mohau Nkota
South Africa,RSA,20,Oswin Appollis
South Korea,KOR,1,Emblem
South Korea,KOR,2,Hyeon-woo Jo
South Korea,KOR,3,Seung-Gyu Kim
South Korea,KOR,4,Min-jae Kim
South Korea,KOR,5,Yu-min Cho
South Korea,KOR,6,Young-woo Seol
South Korea,KOR,7,Han-beom Lee
South Korea,KOR,8,Tae-seok Lee
South Korea,KOR,9,Myung-jae Lee
South Korea,KOR,10,Jae-sung Lee
South Korea,KOR,11,In-beom Hwang
South Korea,KOR,12,Kang-in Lee
South Korea,KOR,13,Team Photo
South Korea,KOR,14,Seung-ho Paik
South Korea,KOR,15,Jens Castrop
South Korea,KOR,16,Dongg-yeong Lee
South Korea,KOR,17,Gue-sung Cho
South Korea,KOR,18,Heung-min Son
South Korea,KOR,19,Hee-chan Hwang
South Korea,KOR,20,Hyeon-Gyu Oh
Czechia,CZE,1,Emblem
Czechia,CZE,2,Matej Kovar
Czechia,CZE,3,Jindrich Stanek
Czechia,CZE,4,Ladislav Krejci
Czechia,CZE,5,Vladimir Coufal
Czechia,CZE,6,Jaroslav Zeleny
Czechia,CZE,7,Tomas Holes
Czechia,CZE,8,David Zima
Czechia,CZE,9,Michal Sadilek
Czechia,CZE,10,Lukas Provod
Czechia,CZE,11,Lukas Cerv
Czechia,CZE,12,Tomas Soucek
Czechia,CZE,13,Team Photo
Czechia,CZE,14,Pavel Sulc
Czechia,CZE,15,Matej Vydra
Czechia,CZE,16,Vasil Kusej
Czechia,CZE,17,Tomas Chory
Czechia,CZE,18,Vacilav Cerny
Czechia,CZE,19,Adam Hlozek
Czechia,CZE,20,Patrik Schick
England,ENG,1,Emblem
England,ENG,2,Jordan Pickford
England,ENG,3,John Stones
England,ENG,4,Maric Guéhi
England,ENG,5,Ezri Konsa
England,ENG,6,Trent Alexander-Arnold
England,ENG,7,Reece James
England,ENG,8,Dan Burn
England,ENG,9,Jordan Henderson
England,ENG,10,Declan Rice
England,ENG,11,Jude Bellingham
England,ENG,12,Cole Palmer
England,ENG,13,Team Photo
England,ENG,14,Morgan Rogers
England,ENG,15,Anthony Gordon
England,ENG,16,Phil Foden
England,ENG,17,Bukayo Saka
England,ENG,18,Harry Kane
England,ENG,19,Marcus Rashford
England,ENG,20,Ollie Watkins
Croatia,CRO,1,Emblem
Croatia,CRO,2,Dominik Livaković
Croatia,CRO,3,Duje Caleta-Car
Croatia,CRO,4,Josko Gvardiol
Croatia,CRO,5,Josip Stanišić
Croatia,CRO,6,Luka Vušković
Croatia,CRO,7,Josip Sutalo
Croatia,CRO,8,Kristijan Jakic
Croatia,CRO,9,Luka Modrić
Croatia,CRO,10,Mateo Kovacic
Croatia,CRO,11,Martin Baturina
Croatia,CRO,12,Lovro Majer
Croatia,CRO,13,Team Photo
Croatia,CRO,14,Mario Pasalic
Croatia,CRO,15,Petar Sucic
Croatia,CRO,16,Ivan Perišić
Croatia,CRO,17,Marco Pasalic
Croatia,CRO,18,Ante Budimir
Croatia,CRO,19,Andrej Kramarić
Croatia,CRO,20,Franjo Ivanovic
Ghana,GHA,1,Emblem
Ghana,GHA,2,Lawrence Ati Zigi
Ghana,GHA,3,Tariq Lamptey
Ghana,GHA,4,Mohammed Salisu
Ghana,GHA,5,Alidu Seidu
Ghana,GHA,6,Alexander Djiku
Ghana,GHA,7,Gideon Mensah
Ghana,GHA,8,Caleb Yirenkyi
Ghana,GHA,9,Abdul Issahaku Fatawu
Ghana,GHA,10,Thomas Partey
Ghana,GHA,11,Salis Abdul Samed
Ghana,GHA,12,Kamaldeen Sulemana
Ghana,GHA,13,Team Photo
Ghana,GHA,14,Mohammed Kudus
Ghana,GHA,15,Inaki Williams
Ghana,GHA,16,Jordan Ayew
Ghana,GHA,17,Andrew Ayew
Ghana,GHA,18,Joseph Paintsil
Ghana,GHA,19,Osman Bukari
Ghana,GHA,20,Antoine Semenyo
Panama,PAN,1,Emblem
Panama,PAN,2,Orlando Mosquera
Panama,PAN,3,Luis Mejia
Panama,PAN,4,Fidel Escobar
Panama,PAN,5,Andres Andrade
Panama,PAN,6,Michael Amir Murillo
Panama,PAN,7,Eric Davis
Panama,PAN,8,Jose Cordoba
Panama,PAN,9,Cesar Blackman
Panama,PAN,10,Cristian Martinez
Panama,PAN,11,Aníbal Godoy
Panama,PAN,12,Adalberto Carrasquilla
Panama,PAN,13,Team Photo
Panama,PAN,14,Édgar Bárcenas
Panama,PAN,15,Carlos Harvey
Panama,PAN,16,Ismael Díaz
Panama,PAN,17,Jose Fajardo
Panama,PAN,18,Cecilio Waterman
Panama,PAN,19,Jose Luiz Rodriguez
Panama,PAN,20,Alberto Quintero
Bosnia and Herzegovina,BIH,11,Ivan Sunjic
Bosnia and Herzegovina,BIH,12,Ivan Basic
